timestamp,ax,ay,az,cx,cy,cz,mx,my,mz,alti
10625,1372,1228,-1844,-440,704,136,-227,207,641,
10645,2836,1256,-2840,-384,556,148,-223,217,640,
10665,2016,560,-1640,-412,4,160,-223,236,635,
10685,-532,-216,1008,-356,-812,132,-225,229,623,
10705,-3036,-1080,2516,-136,500,228,-237,230,647,
10725,-1748,-1036,-1980,868,3696,820,-234,222,621,
10745,32764,7168,908,652,6288,1084,-209,232,591,
10765,28404,1804,-2968,148,-4976,-900,-178,227,550,
10785,3440,-3688,7520,-220,3864,-552,-212,222,566,
10805,12128,-1164,2448,-76,-1792,-112,-186,218,587,
10825,5640,3160,-1052,224,-2184,-320,-187,230,562,
10845,-4292,-272,-644,204,-1372,-168,-208,225,588,
10865,-11256,-2396,-3168,440,-2208,-120,-228,231,642,
10885,-18264,-1468,-3816,540,-2728,-428,-244,224,638,
10905,-25408,272,4068,480,-2140,-616,-243,196,655,
10925,-11328,-1684,6388,-728,-3988,20,-257,195,705,
10945,-3080,-232,416,-60,-1256,140,-280,217,684,
10965,-348,80,-928,524,1008,-200,-276,206,699,
10985,352,-284,-92,412,1428,-192,-270,227,682,
11005,84,-336,232,96,1236,16,-257,207,670,
11025,84,-336,232,176,276,-44,-262,224,678,
11045,-652,-20,288,300,-624,-176,-247,227,667,
11065,-1084,156,108,72,-412,-248,-261,193,655,
11085,-588,768,-1500,-48,636,-204,-243,197,663,
11105,1140,1040,-2668,80,1220,-152,-252,202,659,
11125,2244,428,-1972,44,748,-156,-247,195,668,
11145,228,-752,1452,92,-464,-152,-250,176,681,
11165,-1992,-1260,2844,-20,-1440,-128,-247,195,658,
11185,-2680,-1212,-352,36,-316,48,-241,217,672,
11205,32764,5524,-7368,584,5292,1060,-220,201,629,
11225,3288,-2572,820,-168,-4096,-864,-206,212,579,
11245,11328,-2104,3060,-304,3816,-240,-216,200,610,
11265,5200,1804,-3184,-16,-1656,0,-215,186,610,
11285,-7256,532,636,440,-1820,-380,-227,191,621,
11305,-12968,-1272,-1240,244,-104,-180,-246,170,625,
11325,-14700,-1664,-1012,308,-1672,-96,-264,195,640,
11345,-18980,-1872,332,280,-3172,-176,-248,166,673,
11365,-24496,-2308,7428,36,-2812,-68,-248,166,673,
11385,-7244,292,3432,-452,-1508,372,-264,161,702,
11405,324,1276,-1908,204,1148,408,-275,199,673,
11425,380,412,-668,228,1376,-196,-261,179,685,
11445,272,-560,1168,24,1536,-296,-264,195,661,
11465,372,-892,1492,0,1356,-200,-235,192,663,
11485,-560,-488,668,168,372,-144,-243,205,637,
11505,-1576,112,192,320,-472,-116,-241,191,651,
11525,-1048,408,-1064,164,200,-128,-251,156,675,
11545,1136,576,-2268,-100,1376,-24,-257,181,635,
11565,2076,-8,-1276,-96,548,32,-238,163,620,
11585,1124,-300,140,-92,-368,108,-221,151,600,
11605,-544,-1108,1268,52,-304,208,-242,183,614,
11625,8056,2648,-9072,432,1888,732,-239,177,625,
11645,32764,5172,3480,496,8460,1172,-176,177,577,
11665,4984,-760,-3732,424,-5172,-340,-183,164,588,
11685,6268,-2532,9216,28,3036,-736,-189,171,597,
11705,10648,-1344,-1372,-612,1184,84,-187,171,587,
11725,732,3232,-2592,340,-2144,-292,-194,196,590,
11745,-5000,528,452,308,172,-388,-193,170,569,
11765,-11692,-1336,-980,-8,-1080,-116,-213,173,595,
11785,-13592,-900,-1796,32,-2924,80,-221,174,612,
11805,-15892,-176,-1028,32,-3384,-40,-223,176,657,
11825,-22944,-468,2756,-196,-1996,-128,-248,188,662,
11845,-13544,-1808,7024,-256,-2876,192,-258,193,675,
11865,-3040,-504,1044,256,-520,180,-234,204,675,
11885,-104,-412,-464,236,1608,-72,-234,204,675,
11905,-80,-1232,956,-36,2072,-140,-221,191,654,
11925,32,-1224,752,-296,1972,-76,-212,169,628,
11945,-20,-260,-620,-220,80,72,-240,180,614,
11965,-156,624,-1288,-236,224,92,-215,157,617,
11985,664,1284,-1972,-92,1076,136,-225,180,624,
12005,1992,2124,-2596,100,1012,136,-214,186,624,
12025,2060,1668,-2328,100,20,64,-213,173,596,
12045,316,812,-1376,64,-1020,-48,-237,172,593,
12065,-1644,-1144,528,152,-792,-172,-214,177,608,
12085,56,-744,-8168,668,1256,148,-231,163,596,
12105,32764,4468,11420,964,9376,1288,-181,186,562,
12125,14724,-996,-5868,168,-5716,-216,-195,162,547,
12145,5160,-580,8776,-148,1004,-632,-200,162,593,
12165,8600,1160,496,-420,740,80,-191,171,571,
12185,292,3792,-3712,196,-2524,-420,-219,153,600,
12205,-5888,132,-812,480,-968,-716,-200,156,608,
12225,-11104,-2164,-1424,584,-932,-700,-219,153,597,
12245,-14292,-1356,-3064,964,-2580,-484,-226,128,624,
12265,-19276,-548,-2476,1248,-2340,-484,-239,120,631,
12285,-21208,-3040,6464,988,-2272,-296,-249,132,658,
12305,-10536,-2364,7420,1024,-2264,392,-259,113,704,
12325,-1300,-72,-988,784,1012,136,-257,137,669,
12345,1720,64,-1144,308,1564,-96,-251,141,657,
12365,1048,-1268,-60,-72,1828,-132,-234,145,656,
12385,608,-1716,420,36,1136,-28,-236,120,651,
12405,-428,-816,980,884,-928,72,-237,160,633,
12425,-1832,744,564,900,-592,-112,-227,150,652,
12445,-1768,2180,-168,576,912,-288,-229,111,658,
12465,256,2468,-1316,384,1320,-312,-236,112,619,
12485,2392,636,-1708,396,780,-204,-222,107,631,
12505,2732,-436,-2148,524,344,-200,-220,140,576,
12525,168,-2528,-428,748,64,-176,-208,132,622,
12545,3036,-1164,-3932,1500,948,260,-217,81,628,
12565,32764,5080,4768,1604,7596,784,-188,94,590,
12585,18016,6040,-8160,308,-4680,116,-175,109,579,
12605,3528,-1920,3772,60,1612,-852,-184,98,614,
12625,8116,-1520,4008,176,2256,-440,-170,93,565,
12645,2220,816,-132,632,-964,-532,-176,91,557,
12665,-4544,300,-16,336,144,-300,-186,64,568,
12685,-9536,-1208,-636,352,-352,-24,-184,75,568,
12705,-11240,-1784,-1668,260,-2004,40,-211,64,589,
12725,-11892,-1828,-1492,128,-2912,-160,-220,75,589,
12745,-13820,-2072,-368,12,-1952,-288,-224,76,635,
12765,-19784,-1412,928,104,-864,-184,-223,85,635,
12785,-9612,-700,5316,32,-2136,24,-233,79,614,
12805,-2380,1740,1044,404,-660,376,-230,81,620,
12825,-1640,404,936,388,1136,96,-223,74,628,
12845,-1612,-608,1468,264,1792,28,-234,52,643,
12865,-960,-508,-36,384,1736,260,-231,76,635,
12885,-16,336,-1284,416,1212,260,-234,86,623,
12905,1736,1004,-2232,124,540,-256,-199,70,612,
12925,2908,592,-1776,44,80,-396,-209,61,645,
12945,964,-492,980,104,476,-400,-206,73,619,
12965,-468,-128,536,228,704,-276,-205,45,595,
12985,-388,-628,-2172,76,1424,48,-200,60,612,
13005,9288,2276,-9440,560,2508,1040,-205,72,589,
13025,32764,3784,5416,1572,3260,1696,-172,69,560,
13045,7548,3336,1028,1124,-3816,48,-195,60,598,
13065,5420,-2836,4232,-104,2216,-712,-191,42,571,
13085,12684,-2828,9684,-12,1584,-376,-158,53,573,
13105,5388,-180,364,244,-584,-20,-177,54,543,
13125,2972,-12,-2572,-84,-1072,208,-173,47,559,
13145,-5772,-504,-4924,-280,-2148,-40,-185,45,568,
13165,-12048,-568,-4260,-172,-1860,-456,-194,65,581,
13185,-12920,-100,-4020,-372,-1268,-652,-198,32,610,
13205,-16316,572,-5472,-756,-932,-632,-177,41,623,
13225,-20124,-412,1740,-576,-2264,-292,-232,36,638,
13245,-12660,-1324,8892,-40,-2716,180,-237,52,647,
13265,-4676,672,3436,112,464,384,-223,84,653,
13285,-1452,1100,-360,-32,1540,-48,-224,58,645,
13305,692,-136,-416,-64,1648,-148,-233,46,625,
13325,1748,-1252,-132,-52,564,-212,-194,71,634,
13345,1144,-1800,-164,148,-988,-336,-196,50,604,
13365,-960,-1308,-160,328,-620,-264,-219,55,603,
13385,-1872,-612,936,408,1216,-120,-217,36,626,
13405,104,808,-1420,188,1164,-56,-217,29,614,
13425,3008,568,-4576,-76,8,212,-209,46,600,
13445,5968,2536,-8160,-604,300,1224,-192,27,588,
13465,29224,4316,7416,660,6120,1988,-181,39,605,
13485,13604,2268,-3508,532,-4296,16,-190,57,564,
13505,1924,-696,2148,-284,-224,-688,-189,21,584,
13525,5564,-3016,6944,-52,856,-552,-198,51,588,
13545,-104,44,3984,-216,-1260,-312,-194,61,585,
13565,-1868,1152,716,-484,768,-260,-204,35,607,
13585,-1080,720,-960,-140,212,-20,-174,51,578,
13605,-1596,-28,-2160,420,-1336,136,-185,45,607,
13625,-4592,-192,-2628,824,-2264,204,-218,68,608,
